Gene1,Gene1_Start,Gene1_End,Gene1_Bin,Gene2,Gene2_Start,Gene2_End,Gene2_Bin,HiC_Interaction,Gene1_Time_-4.5,Gene2_Time_-4.5,Gene1_Time_0.5,Gene2_Time_0.5,Gene1_Time_1.0,Gene2_Time_1.0,Gene1_Time_1.5,Gene2_Time_1.5,Gene1_Time_2.0,Gene2_Time_2.0,Gene1_Time_2.5,Gene2_Time_2.5,Gene1_Time_3.0,Gene2_Time_3.0,Gene1_Time_3.5,Gene2_Time_3.5,Gene1_Time_4.0,Gene2_Time_4.0,Gene1_Time_4.5,Gene2_Time_4.5,Gene1_Time_5.0,Gene2_Time_5.0,Gene1_Time_5.5,Gene2_Time_5.5,Gene1_Time_6.0,Gene2_Time_6.0,Gene1_Time_6.5,Gene2_Time_6.5,Gene1_Time_7.0,Gene2_Time_7.0,Gene1_Time_7.5,Gene2_Time_7.5,Gene1_Time_8.0,Gene2_Time_8.0,Gene1_Time_8.5,Gene2_Time_8.5,Gene1_Time_9.0,Gene2_Time_9.0,Gene1_Time_9.5,Gene2_Time_9.5,Gene1_Time_10.0,Gene2_Time_10.0,Gene1_Time_10.5,Gene2_Time_10.5,Gene1_Time_11.0,Gene2_Time_11.0,Gene1_Time_11.5,Gene2_Time_11.5,Gene1_Time_12.0,Gene2_Time_12.0,Gene1_Time_12.5,Gene2_Time_12.5,Gene1_Time_13.0,Gene2_Time_13.0,Gene1_Time_13.5,Gene2_Time_13.5,Gene1_Time_14.0,Gene2_Time_14.0,Gene1_Time_15.0,Gene2_Time_15.0,Gene1_Time_16.0,Gene2_Time_16.0,Gene1_Time_17.0,Gene2_Time_17.0,Gene1_Time_18.0,Gene2_Time_18.0,Gene1_Time_19.0,Gene2_Time_19.0,Gene1_Time_20.0,Gene2_Time_20.0,Gene1_Time_21.0,Gene2_Time_21.0,Gene1_Time_22.0,Gene2_Time_22.0,Gene1_Time_23.0,Gene2_Time_23.0,Gene1_Time_24.0,Gene2_Time_24.0,Gene1_Time_25.0,Gene2_Time_25.0,Gene1_Time_26.0,Gene2_Time_26.0,Gene1_Time_27.0,Gene2_Time_27.0,Gene1_Time_28.0,Gene2_Time_28.0
Claudin 1,26175392.0,26190591.0,26000000.0,Claudin 1,26175392.0,26190591.0,26000000.0,2145.0153,6.710571428571429,6.710571428571429,6.21725,6.21725,6.0104999999999995,6.0104999999999995,6.1715,6.1715,5.8864,5.8864,5.682,5.682,5.686400000000001,5.686400000000001,4.94325,4.94325,5.057,5.057,4.6835,4.6835,4.68,4.68,4.7675,4.7675,4.59625,4.59625,4.36175,4.36175,4.7946,4.7946,4.6225000000000005,4.6225000000000005,4.6865000000000006,4.6865000000000006,3.70875,3.70875,4.92375,4.92375,4.54225,4.54225,5.53625,5.53625,5.13525,5.13525,4.89475,4.89475,5.228,5.228,5.1587499999999995,5.1587499999999995,5.63325,5.63325,5.51875,5.51875,5.751666666666666,5.751666666666666,5.889,5.889,5.1715,5.1715,4.25375,4.25375,5.2455,5.2455,5.5055000000000005,5.5055000000000005,5.6129999999999995,5.6129999999999995,5.1386666666666665,5.1386666666666665,5.301,5.301,5.291,5.291,4.8525,4.8525,5.3325,5.3325,4.76825,4.76825,5.3375,5.3375,5.190250000000001,5.190250000000001,5.23675,5.23675
Claudin 1,26175392.0,26190591.0,26000000.0,Claudin5,18595597.0,18597012.0,18000000.0,88.5651,6.710571428571429,6.964857142857142,6.21725,8.82975,6.0104999999999995,8.526,6.1715,9.433,5.8864,9.0934,5.682,9.99,5.686400000000001,9.6656,4.94325,9.53325,5.057,9.34525,4.6835,9.8585,4.68,9.55825,4.7675,10.12475,4.59625,9.716,4.36175,9.7595,4.7946,9.8802,4.6225000000000005,8.725000000000001,4.6865000000000006,10.08725,3.70875,10.82175,4.92375,10.42975,4.54225,8.969750000000001,5.53625,9.8685,5.13525,10.06375,4.89475,10.745,5.228,10.31175,5.1587499999999995,9.97625,5.63325,10.05,5.51875,10.35825,5.751666666666666,9.757,5.889,9.81025,5.1715,10.45875,4.25375,10.282,5.2455,10.456,5.5055000000000005,10.0595,5.6129999999999995,9.70375,5.1386666666666665,9.219,5.301,9.68125,5.291,9.507,4.8525,9.77925,5.3325,9.77875,4.76825,9.74575,5.3375,9.30125,5.190250000000001,9.6205,5.23675,9.03475
Claudin 1,26175392.0,26190591.0,26000000.0,P-63,25502513.0,25710852.0,25000000.0,709.8568,6.710571428571429,10.318857142857144,6.21725,10.02525,6.0104999999999995,9.85225,6.1715,9.9865,5.8864,10.060199999999998,5.682,9.82,5.686400000000001,10.0912,4.94325,9.75625,5.057,9.45825,4.6835,9.29525,4.68,9.6145,4.7675,9.316,4.59625,9.2895,4.36175,9.26875,4.7946,9.003599999999999,4.6225000000000005,8.8335,4.6865000000000006,9.1915,3.70875,8.689,4.92375,8.815999999999999,4.54225,8.402249999999999,5.53625,8.78975,5.13525,9.04325,4.89475,8.58025,5.228,8.81925,5.1587499999999995,8.914,5.63325,8.965499999999999,5.51875,8.674,5.751666666666666,8.413,5.889,9.08725,5.1715,8.802000000000001,4.25375,8.64625,5.2455,8.77125,5.5055000000000005,8.8025,5.6129999999999995,8.908999999999999,5.1386666666666665,8.860333333333335,5.301,8.744,5.291,9.02575,4.8525,8.75825,5.3325,8.97,4.76825,8.89525,5.3375,8.8785,5.190250000000001,9.0945,5.23675,8.69875
Claudin 1,26175392.0,26190591.0,26000000.0,tfrc,32427738.0,32451612.0,32000000.0,85.4355,6.710571428571429,9.23842857142857,6.21725,7.1775,6.0104999999999995,6.571249999999999,6.1715,6.83,5.8864,7.9562,5.682,7.5245,5.686400000000001,7.4596,4.94325,7.4285,5.057,7.37975,4.6835,7.29875,4.68,7.24725,4.7675,7.274,4.59625,7.84,4.36175,7.78775,4.7946,7.356199999999999,4.6225000000000005,7.15,4.6865000000000006,7.44375,3.70875,7.1405,4.92375,7.5125,4.54225,7.0205,5.53625,7.83625,5.13525,6.8965,4.89475,6.808000000000001,5.228,7.03475,5.1587499999999995,7.715,5.63325,7.3935,5.51875,7.17825,5.751666666666666,7.34,5.889,7.353,5.1715,7.897500000000001,4.25375,7.581249999999999,5.2455,7.757499999999999,5.5055000000000005,7.86575,5.6129999999999995,7.49325,5.1386666666666665,7.852666666666667,5.301,7.8675,5.291,7.652,4.8525,7.765000000000001,5.3325,7.991250000000001,4.76825,7.73225,5.3375,7.74475,5.190250000000001,7.771750000000001,5.23675,8.1225
Claudin5,18595597.0,18597012.0,18000000.0,Claudin 1,26175392.0,26190591.0,26000000.0,88.5651,6.964857142857142,6.710571428571429,8.82975,6.21725,8.526,6.0104999999999995,9.433,6.1715,9.0934,5.8864,9.99,5.682,9.6656,5.686400000000001,9.53325,4.94325,9.34525,5.057,9.8585,4.6835,9.55825,4.68,10.12475,4.7675,9.716,4.59625,9.7595,4.36175,9.8802,4.7946,8.725000000000001,4.6225000000000005,10.08725,4.6865000000000006,10.82175,3.70875,10.42975,4.92375,8.969750000000001,4.54225,9.8685,5.53625,10.06375,5.13525,10.745,4.89475,10.31175,5.228,9.97625,5.1587499999999995,10.05,5.63325,10.35825,5.51875,9.757,5.751666666666666,9.81025,5.889,10.45875,5.1715,10.282,4.25375,10.456,5.2455,10.0595,5.5055000000000005,9.70375,5.6129999999999995,9.219,5.1386666666666665,9.68125,5.301,9.507,5.291,9.77925,4.8525,9.77875,5.3325,9.74575,4.76825,9.30125,5.3375,9.6205,5.190250000000001,9.03475,5.23675
Claudin5,18595597.0,18597012.0,18000000.0,Claudin5,18595597.0,18597012.0,18000000.0,3582.3311,6.964857142857142,6.964857142857142,8.82975,8.82975,8.526,8.526,9.433,9.433,9.0934,9.0934,9.99,9.99,9.6656,9.6656,9.53325,9.53325,9.34525,9.34525,9.8585,9.8585,9.55825,9.55825,10.12475,10.12475,9.716,9.716,9.7595,9.7595,9.8802,9.8802,8.725000000000001,8.725000000000001,10.08725,10.08725,10.82175,10.82175,10.42975,10.42975,8.969750000000001,8.969750000000001,9.8685,9.8685,10.06375,10.06375,10.745,10.745,10.31175,10.31175,9.97625,9.97625,10.05,10.05,10.35825,10.35825,9.757,9.757,9.81025,9.81025,10.45875,10.45875,10.282,10.282,10.456,10.456,10.0595,10.0595,9.70375,9.70375,9.219,9.219,9.68125,9.68125,9.507,9.507,9.77925,9.77925,9.77875,9.77875,9.74575,9.74575,9.30125,9.30125,9.6205,9.6205,9.03475,9.03475
Claudin5,18595597.0,18597012.0,18000000.0,P-63,25502513.0,25710852.0,25000000.0,103.6124,6.964857142857142,10.318857142857144,8.82975,10.02525,8.526,9.85225,9.433,9.9865,9.0934,10.060199999999998,9.99,9.82,9.6656,10.0912,9.53325,9.75625,9.34525,9.45825,9.8585,9.29525,9.55825,9.6145,10.12475,9.316,9.716,9.2895,9.7595,9.26875,9.8802,9.003599999999999,8.725000000000001,8.8335,10.08725,9.1915,10.82175,8.689,10.42975,8.815999999999999,8.969750000000001,8.402249999999999,9.8685,8.78975,10.06375,9.04325,10.745,8.58025,10.31175,8.81925,9.97625,8.914,10.05,8.965499999999999,10.35825,8.674,9.757,8.413,9.81025,9.08725,10.45875,8.802000000000001,10.282,8.64625,10.456,8.77125,10.0595,8.8025,9.70375,8.908999999999999,9.219,8.860333333333335,9.68125,8.744,9.507,9.02575,9.77925,8.75825,9.77875,8.97,9.74575,8.89525,9.30125,8.8785,9.6205,9.0945,9.03475,8.69875
Claudin5,18595597.0,18597012.0,18000000.0,tfrc,32427738.0,32451612.0,32000000.0,106.7791,6.964857142857142,9.23842857142857,8.82975,7.1775,8.526,6.571249999999999,9.433,6.83,9.0934,7.9562,9.99,7.5245,9.6656,7.4596,9.53325,7.4285,9.34525,7.37975,9.8585,7.29875,9.55825,7.24725,10.12475,7.274,9.716,7.84,9.7595,7.78775,9.8802,7.356199999999999,8.725000000000001,7.15,10.08725,7.44375,10.82175,7.1405,10.42975,7.5125,8.969750000000001,7.0205,9.8685,7.83625,10.06375,6.8965,10.745,6.808000000000001,10.31175,7.03475,9.97625,7.715,10.05,7.3935,10.35825,7.17825,9.757,7.34,9.81025,7.353,10.45875,7.897500000000001,10.282,7.581249999999999,10.456,7.757499999999999,10.0595,7.86575,9.70375,7.49325,9.219,7.852666666666667,9.68125,7.8675,9.507,7.652,9.77925,7.765000000000001,9.77875,7.991250000000001,9.74575,7.73225,9.30125,7.74475,9.6205,7.771750000000001,9.03475,8.1225
P-63,25502513.0,25710852.0,25000000.0,Claudin 1,26175392.0,26190591.0,26000000.0,709.8568,10.318857142857144,6.710571428571429,10.02525,6.21725,9.85225,6.0104999999999995,9.9865,6.1715,10.060199999999998,5.8864,9.82,5.682,10.0912,5.686400000000001,9.75625,4.94325,9.45825,5.057,9.29525,4.6835,9.6145,4.68,9.316,4.7675,9.2895,4.59625,9.26875,4.36175,9.003599999999999,4.7946,8.8335,4.6225000000000005,9.1915,4.6865000000000006,8.689,3.70875,8.815999999999999,4.92375,8.402249999999999,4.54225,8.78975,5.53625,9.04325,5.13525,8.58025,4.89475,8.81925,5.228,8.914,5.1587499999999995,8.965499999999999,5.63325,8.674,5.51875,8.413,5.751666666666666,9.08725,5.889,8.802000000000001,5.1715,8.64625,4.25375,8.77125,5.2455,8.8025,5.5055000000000005,8.908999999999999,5.6129999999999995,8.860333333333335,5.1386666666666665,8.744,5.301,9.02575,5.291,8.75825,4.8525,8.97,5.3325,8.89525,4.76825,8.8785,5.3375,9.0945,5.190250000000001,8.69875,5.23675
P-63,25502513.0,25710852.0,25000000.0,Claudin5,18595597.0,18597012.0,18000000.0,103.6124,10.318857142857144,6.964857142857142,10.02525,8.82975,9.85225,8.526,9.9865,9.433,10.060199999999998,9.0934,9.82,9.99,10.0912,9.6656,9.75625,9.53325,9.45825,9.34525,9.29525,9.8585,9.6145,9.55825,9.316,10.12475,9.2895,9.716,9.26875,9.7595,9.003599999999999,9.8802,8.8335,8.725000000000001,9.1915,10.08725,8.689,10.82175,8.815999999999999,10.42975,8.402249999999999,8.969750000000001,8.78975,9.8685,9.04325,10.06375,8.58025,10.745,8.81925,10.31175,8.914,9.97625,8.965499999999999,10.05,8.674,10.35825,8.413,9.757,9.08725,9.81025,8.802000000000001,10.45875,8.64625,10.282,8.77125,10.456,8.8025,10.0595,8.908999999999999,9.70375,8.860333333333335,9.219,8.744,9.68125,9.02575,9.507,8.75825,9.77925,8.97,9.77875,8.89525,9.74575,8.8785,9.30125,9.0945,9.6205,8.69875,9.03475
