Gene1,Gene1_Start,Gene1_End,Gene1_Bin,Gene2,Gene2_Start,Gene2_End,Gene2_Bin,HiC_Interaction,Gene1_Time_-4.5,Gene2_Time_-4.5,Gene1_Time_0.5,Gene2_Time_0.5,Gene1_Time_1.0,Gene2_Time_1.0,Gene1_Time_1.5,Gene2_Time_1.5,Gene1_Time_2.0,Gene2_Time_2.0,Gene1_Time_2.5,Gene2_Time_2.5,Gene1_Time_3.0,Gene2_Time_3.0,Gene1_Time_3.5,Gene2_Time_3.5,Gene1_Time_4.0,Gene2_Time_4.0,Gene1_Time_4.5,Gene2_Time_4.5,Gene1_Time_5.0,Gene2_Time_5.0,Gene1_Time_5.5,Gene2_Time_5.5,Gene1_Time_6.0,Gene2_Time_6.0,Gene1_Time_6.5,Gene2_Time_6.5,Gene1_Time_7.0,Gene2_Time_7.0,Gene1_Time_7.5,Gene2_Time_7.5,Gene1_Time_8.0,Gene2_Time_8.0,Gene1_Time_8.5,Gene2_Time_8.5,Gene1_Time_9.0,Gene2_Time_9.0,Gene1_Time_9.5,Gene2_Time_9.5,Gene1_Time_10.0,Gene2_Time_10.0,Gene1_Time_10.5,Gene2_Time_10.5,Gene1_Time_11.0,Gene2_Time_11.0,Gene1_Time_11.5,Gene2_Time_11.5,Gene1_Time_12.0,Gene2_Time_12.0,Gene1_Time_12.5,Gene2_Time_12.5,Gene1_Time_13.0,Gene2_Time_13.0,Gene1_Time_13.5,Gene2_Time_13.5,Gene1_Time_14.0,Gene2_Time_14.0,Gene1_Time_15.0,Gene2_Time_15.0,Gene1_Time_16.0,Gene2_Time_16.0,Gene1_Time_17.0,Gene2_Time_17.0,Gene1_Time_18.0,Gene2_Time_18.0,Gene1_Time_19.0,Gene2_Time_19.0,Gene1_Time_20.0,Gene2_Time_20.0,Gene1_Time_21.0,Gene2_Time_21.0,Gene1_Time_22.0,Gene2_Time_22.0,Gene1_Time_23.0,Gene2_Time_23.0,Gene1_Time_24.0,Gene2_Time_24.0,Gene1_Time_25.0,Gene2_Time_25.0,Gene1_Time_26.0,Gene2_Time_26.0,Gene1_Time_27.0,Gene2_Time_27.0,Gene1_Time_28.0,Gene2_Time_28.0
EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996),16702203.0,16868158.0,16000000.0,EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996),16702203.0,16868158.0,16000000.0,3570.7932,5.436285714285715,5.436285714285715,6.34175,6.34175,6.11275,6.11275,7.1455,7.1455,6.481200000000001,6.481200000000001,6.353,6.353,6.165400000000001,6.165400000000001,6.08325,6.08325,5.8975,5.8975,6.51225,6.51225,6.454000000000001,6.454000000000001,5.871,5.871,5.5985,5.5985,5.773000000000001,5.773000000000001,6.0886,6.0886,5.131,5.131,5.879250000000001,5.879250000000001,6.656750000000001,6.656750000000001,5.73025,5.73025,6.11625,6.11625,5.343,5.343,5.1005,5.1005,5.9342500000000005,5.9342500000000005,5.85075,5.85075,6.30325,6.30325,6.0545,6.0545,5.8885000000000005,5.8885000000000005,5.371,5.371,6.263,6.263,6.5855,6.5855,6.29725,6.29725,6.01,6.01,6.149,6.149,5.708499999999999,5.708499999999999,6.263333333333333,6.263333333333333,5.838,5.838,6.4245,6.4245,5.858750000000001,5.858750000000001,6.0962499999999995,6.0962499999999995,5.8445,5.8445,6.60125,6.60125,6.8637500000000005,6.8637500000000005,6.0865,6.0865
EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996),16702203.0,16868158.0,16000000.0,FGF18,33067430.0,33097400.0,33000000.0,93.3175,5.436285714285715,5.546714285714286,6.34175,5.8835,6.11275,4.52825,7.1455,6.1915,6.481200000000001,5.9986,6.353,6.55775,6.165400000000001,5.932600000000001,6.08325,6.4595,5.8975,6.732749999999999,6.51225,7.005000000000001,6.454000000000001,6.5722499999999995,5.871,6.2825,5.5985,6.813750000000001,5.773000000000001,6.8565000000000005,6.0886,7.045399999999999,5.131,5.544499999999999,5.879250000000001,7.239999999999999,6.656750000000001,7.14625,5.73025,7.29675,6.11625,7.055,5.343,6.59625,5.1005,6.65975,5.9342500000000005,6.994999999999999,5.85075,6.9464999999999995,6.30325,7.216499999999999,6.0545,6.89325,5.8885000000000005,6.63,5.371,6.061,6.263,6.6385,6.5855,6.221500000000001,6.29725,5.6795,6.01,5.7735,6.149,5.397749999999999,5.708499999999999,5.05575,6.263333333333333,5.319333333333334,5.838,5.02475,6.4245,5.438,5.858750000000001,5.5585,6.0962499999999995,5.549249999999999,5.8445,5.492,6.60125,4.86825,6.8637500000000005,5.038250000000001,6.0865,5.197
EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996),16702203.0,16868158.0,16000000.0,Igfbp3,7156086.0,7163923.0,7000000.0,61.4493,5.436285714285715,6.535285714285715,6.34175,8.73725,6.11275,8.7925,7.1455,8.2565,6.481200000000001,7.2096,6.353,7.289,6.165400000000001,7.285799999999999,6.08325,6.646,5.8975,5.9995,6.51225,5.35175,6.454000000000001,6.03,5.871,6.102,5.5985,5.55275,5.773000000000001,5.20875,6.0886,5.521800000000001,5.131,5.022,5.879250000000001,6.096,6.656750000000001,5.84325,5.73025,6.508,6.11625,6.109500000000001,5.343,6.140750000000001,5.1005,6.968,5.9342500000000005,7.063000000000001,5.85075,7.023499999999999,6.30325,6.568,6.0545,6.890750000000001,5.8885000000000005,7.207,5.371,6.9559999999999995,6.263,6.797,6.5855,7.7925,6.29725,8.16475,6.01,7.67675,6.149,7.8215,5.708499999999999,7.932,6.263333333333333,8.149333333333333,5.838,7.99525,6.4245,7.99725,5.858750000000001,8.0185,6.0962499999999995,7.71225,5.8445,7.774500000000001,6.60125,7.7845,6.8637500000000005,7.90775,6.0865,7.3445
EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996),16702203.0,16868158.0,16000000.0,ppia,6365443.0,6369817.0,6000000.0,105.8174,5.436285714285715,11.724571428571428,6.34175,11.14275,6.11275,11.069,7.1455,10.8045,6.481200000000001,11.3162,6.353,11.4915,6.165400000000001,11.471,6.08325,11.617,5.8975,11.1265,6.51225,11.069,6.454000000000001,11.162,5.871,11.00525,5.5985,11.0585,5.773000000000001,11.01725,6.0886,10.8728,5.131,11.23,5.879250000000001,10.9785,6.656750000000001,10.77625,5.73025,10.608,6.11625,9.408,5.343,10.68325,5.1005,10.784,5.9342500000000005,10.61275,5.85075,10.5305,6.30325,10.609,6.0545,10.654,5.8885000000000005,10.46375,5.371,10.527666666666669,6.263,10.942,6.5855,10.45975,6.29725,10.35425,6.01,10.4135,6.149,10.45375,5.708499999999999,10.304,6.263333333333333,10.329,5.838,10.49025,6.4245,10.5865,5.858750000000001,10.31175,6.0962499999999995,10.283,5.8445,10.34825,6.60125,10.494,6.8637500000000005,10.49625,6.0865,10.4575
FGF18,33067430.0,33097400.0,33000000.0,EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996),16702203.0,16868158.0,16000000.0,93.3175,5.546714285714286,5.436285714285715,5.8835,6.34175,4.52825,6.11275,6.1915,7.1455,5.9986,6.481200000000001,6.55775,6.353,5.932600000000001,6.165400000000001,6.4595,6.08325,6.732749999999999,5.8975,7.005000000000001,6.51225,6.5722499999999995,6.454000000000001,6.2825,5.871,6.813750000000001,5.5985,6.8565000000000005,5.773000000000001,7.045399999999999,6.0886,5.544499999999999,5.131,7.239999999999999,5.879250000000001,7.14625,6.656750000000001,7.29675,5.73025,7.055,6.11625,6.59625,5.343,6.65975,5.1005,6.994999999999999,5.9342500000000005,6.9464999999999995,5.85075,7.216499999999999,6.30325,6.89325,6.0545,6.63,5.8885000000000005,6.061,5.371,6.6385,6.263,6.221500000000001,6.5855,5.6795,6.29725,5.7735,6.01,5.397749999999999,6.149,5.05575,5.708499999999999,5.319333333333334,6.263333333333333,5.02475,5.838,5.438,6.4245,5.5585,5.858750000000001,5.549249999999999,6.0962499999999995,5.492,5.8445,4.86825,6.60125,5.038250000000001,6.8637500000000005,5.197,6.0865
FGF18,33067430.0,33097400.0,33000000.0,FGF18,33067430.0,33097400.0,33000000.0,2292.3127,5.546714285714286,5.546714285714286,5.8835,5.8835,4.52825,4.52825,6.1915,6.1915,5.9986,5.9986,6.55775,6.55775,5.932600000000001,5.932600000000001,6.4595,6.4595,6.732749999999999,6.732749999999999,7.005000000000001,7.005000000000001,6.5722499999999995,6.5722499999999995,6.2825,6.2825,6.813750000000001,6.813750000000001,6.8565000000000005,6.8565000000000005,7.045399999999999,7.045399999999999,5.544499999999999,5.544499999999999,7.239999999999999,7.239999999999999,7.14625,7.14625,7.29675,7.29675,7.055,7.055,6.59625,6.59625,6.65975,6.65975,6.994999999999999,6.994999999999999,6.9464999999999995,6.9464999999999995,7.216499999999999,7.216499999999999,6.89325,6.89325,6.63,6.63,6.061,6.061,6.6385,6.6385,6.221500000000001,6.221500000000001,5.6795,5.6795,5.7735,5.7735,5.397749999999999,5.397749999999999,5.05575,5.05575,5.319333333333334,5.319333333333334,5.02475,5.02475,5.438,5.438,5.5585,5.5585,5.549249999999999,5.549249999999999,5.492,5.492,4.86825,4.86825,5.038250000000001,5.038250000000001,5.197,5.197
FGF18,33067430.0,33097400.0,33000000.0,Igfbp3,7156086.0,7163923.0,7000000.0,54.025,5.546714285714286,6.535285714285715,5.8835,8.73725,4.52825,8.7925,6.1915,8.2565,5.9986,7.2096,6.55775,7.289,5.932600000000001,7.285799999999999,6.4595,6.646,6.732749999999999,5.9995,7.005000000000001,5.35175,6.5722499999999995,6.03,6.2825,6.102,6.813750000000001,5.55275,6.8565000000000005,5.20875,7.045399999999999,5.521800000000001,5.544499999999999,5.022,7.239999999999999,6.096,7.14625,5.84325,7.29675,6.508,7.055,6.109500000000001,6.59625,6.140750000000001,6.65975,6.968,6.994999999999999,7.063000000000001,6.9464999999999995,7.023499999999999,7.216499999999999,6.568,6.89325,6.890750000000001,6.63,7.207,6.061,6.9559999999999995,6.6385,6.797,6.221500000000001,7.7925,5.6795,8.16475,5.7735,7.67675,5.397749999999999,7.8215,5.05575,7.932,5.319333333333334,8.149333333333333,5.02475,7.99525,5.438,7.99725,5.5585,8.0185,5.549249999999999,7.71225,5.492,7.774500000000001,4.86825,7.7845,5.038250000000001,7.90775,5.197,7.3445
FGF18,33067430.0,33097400.0,33000000.0,ppia,6365443.0,6369817.0,6000000.0,59.0167,5.546714285714286,11.724571428571428,5.8835,11.14275,4.52825,11.069,6.1915,10.8045,5.9986,11.3162,6.55775,11.4915,5.932600000000001,11.471,6.4595,11.617,6.732749999999999,11.1265,7.005000000000001,11.069,6.5722499999999995,11.162,6.2825,11.00525,6.813750000000001,11.0585,6.8565000000000005,11.01725,7.045399999999999,10.8728,5.544499999999999,11.23,7.239999999999999,10.9785,7.14625,10.77625,7.29675,10.608,7.055,9.408,6.59625,10.68325,6.65975,10.784,6.994999999999999,10.61275,6.9464999999999995,10.5305,7.216499999999999,10.609,6.89325,10.654,6.63,10.46375,6.061,10.527666666666669,6.6385,10.942,6.221500000000001,10.45975,5.6795,10.35425,5.7735,10.4135,5.397749999999999,10.45375,5.05575,10.304,5.319333333333334,10.329,5.02475,10.49025,5.438,10.5865,5.5585,10.31175,5.549249999999999,10.283,5.492,10.34825,4.86825,10.494,5.038250000000001,10.49625,5.197,10.4575
Igfbp3,7156086.0,7163923.0,7000000.0,EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996),16702203.0,16868158.0,16000000.0,61.4493,6.535285714285715,5.436285714285715,8.73725,6.34175,8.7925,6.11275,8.2565,7.1455,7.2096,6.481200000000001,7.289,6.353,7.285799999999999,6.165400000000001,6.646,6.08325,5.9995,5.8975,5.35175,6.51225,6.03,6.454000000000001,6.102,5.871,5.55275,5.5985,5.20875,5.773000000000001,5.521800000000001,6.0886,5.022,5.131,6.096,5.879250000000001,5.84325,6.656750000000001,6.508,5.73025,6.109500000000001,6.11625,6.140750000000001,5.343,6.968,5.1005,7.063000000000001,5.9342500000000005,7.023499999999999,5.85075,6.568,6.30325,6.890750000000001,6.0545,7.207,5.8885000000000005,6.9559999999999995,5.371,6.797,6.263,7.7925,6.5855,8.16475,6.29725,7.67675,6.01,7.8215,6.149,7.932,5.708499999999999,8.149333333333333,6.263333333333333,7.99525,5.838,7.99725,6.4245,8.0185,5.858750000000001,7.71225,6.0962499999999995,7.774500000000001,5.8445,7.7845,6.60125,7.90775,6.8637500000000005,7.3445,6.0865
Igfbp3,7156086.0,7163923.0,7000000.0,FGF18,33067430.0,33097400.0,33000000.0,54.025,6.535285714285715,5.546714285714286,8.73725,5.8835,8.7925,4.52825,8.2565,6.1915,7.2096,5.9986,7.289,6.55775,7.285799999999999,5.932600000000001,6.646,6.4595,5.9995,6.732749999999999,5.35175,7.005000000000001,6.03,6.5722499999999995,6.102,6.2825,5.55275,6.813750000000001,5.20875,6.8565000000000005,5.521800000000001,7.045399999999999,5.022,5.544499999999999,6.096,7.239999999999999,5.84325,7.14625,6.508,7.29675,6.109500000000001,7.055,6.140750000000001,6.59625,6.968,6.65975,7.063000000000001,6.994999999999999,7.023499999999999,6.9464999999999995,6.568,7.216499999999999,6.890750000000001,6.89325,7.207,6.63,6.9559999999999995,6.061,6.797,6.6385,7.7925,6.221500000000001,8.16475,5.6795,7.67675,5.7735,7.8215,5.397749999999999,7.932,5.05575,8.149333333333333,5.319333333333334,7.99525,5.02475,7.99725,5.438,8.0185,5.5585,7.71225,5.549249999999999,7.774500000000001,5.492,7.7845,4.86825,7.90775,5.038250000000001,7.3445,5.197
