Gene1,Gene1_Start,Gene1_End,Gene1_Bin,Gene2,Gene2_Start,Gene2_End,Gene2_Bin,HiC_Interaction,Gene1_Time_-4.5,Gene2_Time_-4.5,Gene1_Time_0.5,Gene2_Time_0.5,Gene1_Time_1.0,Gene2_Time_1.0,Gene1_Time_1.5,Gene2_Time_1.5,Gene1_Time_2.0,Gene2_Time_2.0,Gene1_Time_2.5,Gene2_Time_2.5,Gene1_Time_3.0,Gene2_Time_3.0,Gene1_Time_3.5,Gene2_Time_3.5,Gene1_Time_4.0,Gene2_Time_4.0,Gene1_Time_4.5,Gene2_Time_4.5,Gene1_Time_5.0,Gene2_Time_5.0,Gene1_Time_5.5,Gene2_Time_5.5,Gene1_Time_6.0,Gene2_Time_6.0,Gene1_Time_6.5,Gene2_Time_6.5,Gene1_Time_7.0,Gene2_Time_7.0,Gene1_Time_7.5,Gene2_Time_7.5,Gene1_Time_8.0,Gene2_Time_8.0,Gene1_Time_8.5,Gene2_Time_8.5,Gene1_Time_9.0,Gene2_Time_9.0,Gene1_Time_9.5,Gene2_Time_9.5,Gene1_Time_10.0,Gene2_Time_10.0,Gene1_Time_10.5,Gene2_Time_10.5,Gene1_Time_11.0,Gene2_Time_11.0,Gene1_Time_11.5,Gene2_Time_11.5,Gene1_Time_12.0,Gene2_Time_12.0,Gene1_Time_12.5,Gene2_Time_12.5,Gene1_Time_13.0,Gene2_Time_13.0,Gene1_Time_13.5,Gene2_Time_13.5,Gene1_Time_14.0,Gene2_Time_14.0,Gene1_Time_15.0,Gene2_Time_15.0,Gene1_Time_16.0,Gene2_Time_16.0,Gene1_Time_17.0,Gene2_Time_17.0,Gene1_Time_18.0,Gene2_Time_18.0,Gene1_Time_19.0,Gene2_Time_19.0,Gene1_Time_20.0,Gene2_Time_20.0,Gene1_Time_21.0,Gene2_Time_21.0,Gene1_Time_22.0,Gene2_Time_22.0,Gene1_Time_23.0,Gene2_Time_23.0,Gene1_Time_24.0,Gene2_Time_24.0,Gene1_Time_25.0,Gene2_Time_25.0,Gene1_Time_26.0,Gene2_Time_26.0,Gene1_Time_27.0,Gene2_Time_27.0,Gene1_Time_28.0,Gene2_Time_28.0
F13A1,37051152.0,37234220.0,37000000.0,F13A1,37051152.0,37234220.0,37000000.0,4738.2664,6.214,6.214,6.1122499999999995,6.1122499999999995,6.20825,6.20825,5.176,5.176,5.7376,5.7376,5.613499999999999,5.613499999999999,5.8058000000000005,5.8058000000000005,4.584499999999999,4.584499999999999,4.81875,4.81875,4.43725,4.43725,4.928,4.928,4.58425,4.58425,4.667,4.667,4.78525,4.78525,4.8812,4.8812,4.7275,4.7275,4.458,4.458,4.415,4.415,4.269,4.269,4.913,4.913,4.8955,4.8955,5.288250000000001,5.288250000000001,4.45925,4.45925,4.49475,4.49475,4.8805,4.8805,4.18975,4.18975,4.26875,4.26875,4.541,4.541,4.184,4.184,4.723,4.723,4.50525,4.50525,4.52975,4.52975,4.63125,4.63125,4.993250000000001,4.993250000000001,5.036333333333332,5.036333333333332,5.016,5.016,5.41075,5.41075,5.373749999999999,5.373749999999999,5.1235,5.1235,5.1685,5.1685,4.6690000000000005,4.6690000000000005,5.8260000000000005,5.8260000000000005,4.520999999999999,4.520999999999999
F13A1,37051152.0,37234220.0,37000000.0,FOXF2,31809799.0,31815386.0,31000000.0,142.9953,6.214,6.192142857142857,6.1122499999999995,5.405,6.20825,5.2015,5.176,5.977499999999999,5.7376,6.0498,5.613499999999999,6.16425,5.8058000000000005,6.191599999999999,4.584499999999999,6.9087499999999995,4.81875,6.9805,4.43725,7.5375,4.928,7.4495,4.58425,7.55775,4.667,7.7075,4.78525,7.37075,4.8812,7.5902,4.7275,7.5655,4.458,7.51025,4.415,8.063749999999999,4.269,8.0725,4.913,8.225999999999999,4.8955,7.234999999999999,5.288250000000001,8.218499999999999,4.45925,8.133000000000001,4.49475,7.81375,4.8805,7.8295,4.18975,7.7225,4.26875,7.7785,4.541,7.615666666666667,4.184,7.2215,4.723,7.0565,4.50525,7.285,4.52975,7.748,4.63125,7.23875,4.993250000000001,6.992750000000001,5.036333333333332,6.816666666666666,5.016,7.270499999999999,5.41075,6.929499999999999,5.373749999999999,6.68975,5.1235,7.175750000000001,5.1685,7.06475,4.6690000000000005,6.538,5.8260000000000005,6.917999999999999,4.520999999999999,6.696750000000001
F13A1,37051152.0,37234220.0,37000000.0,Hist1h1b,21964053.0,21964795.0,21000000.0,76.5017,6.214,11.034857142857144,6.1122499999999995,7.38075,6.20825,9.30475,5.176,6.547000000000001,5.7376,7.6702,5.613499999999999,7.987749999999999,5.8058000000000005,9.104,4.584499999999999,10.176,4.81875,10.09825,4.43725,10.428,4.928,10.30525,4.58425,10.058,4.667,10.20375,4.78525,10.35025,4.8812,9.7386,4.7275,9.9865,4.458,9.79725,4.415,9.448,4.269,9.5205,4.913,8.74175,4.8955,9.26125,5.288250000000001,8.245750000000001,4.45925,7.31025,4.49475,7.78875,4.8805,8.203,4.18975,8.277000000000001,4.26875,7.6915,4.541,7.653,4.184,8.123,4.723,7.180750000000001,4.50525,6.609,4.52975,6.8100000000000005,4.63125,6.13325,4.993250000000001,6.4232499999999995,5.036333333333332,5.971,5.016,6.1450000000000005,5.41075,7.34475,5.373749999999999,6.11925,5.1235,6.71125,5.1685,6.780749999999999,4.6690000000000005,7.12175,5.8260000000000005,6.8255,4.520999999999999,7.141249999999999
F13A1,37051152.0,37234220.0,37000000.0,Hist1h2ab,23935109.0,23935581.0,23000000.0,76.1127,6.214,11.509428571428572,6.1122499999999995,6.8315,6.20825,8.682,5.176,5.0809999999999995,5.7376,7.1566,5.613499999999999,7.380249999999999,5.8058000000000005,8.6934,4.584499999999999,9.73625,4.81875,9.85675,4.43725,9.973249999999998,4.928,10.03975,4.58425,9.11125,4.667,9.765,4.78525,9.94175,4.8812,9.3668,4.7275,10.491,4.458,9.331,4.415,7.60375,4.269,9.071,4.913,8.343,4.8955,8.9705,5.288250000000001,8.56725,4.45925,7.72425,4.49475,7.6855,4.8805,8.258750000000001,4.18975,8.054,4.26875,7.93225,4.541,8.193666666666667,4.184,8.259500000000001,4.723,7.56875,4.50525,6.94825,4.52975,7.008500000000001,4.63125,6.4755,4.993250000000001,6.5425,5.036333333333332,6.409,5.016,6.252750000000001,5.41075,7.394500000000001,5.373749999999999,5.74775,5.1235,6.79825,5.1685,6.87725,4.6690000000000005,7.433,5.8260000000000005,7.08425,4.520999999999999,7.5825
FOXF2,31809799.0,31815386.0,31000000.0,F13A1,37051152.0,37234220.0,37000000.0,142.9953,6.192142857142857,6.214,5.405,6.1122499999999995,5.2015,6.20825,5.977499999999999,5.176,6.0498,5.7376,6.16425,5.613499999999999,6.191599999999999,5.8058000000000005,6.9087499999999995,4.584499999999999,6.9805,4.81875,7.5375,4.43725,7.4495,4.928,7.55775,4.58425,7.7075,4.667,7.37075,4.78525,7.5902,4.8812,7.5655,4.7275,7.51025,4.458,8.063749999999999,4.415,8.0725,4.269,8.225999999999999,4.913,7.234999999999999,4.8955,8.218499999999999,5.288250000000001,8.133000000000001,4.45925,7.81375,4.49475,7.8295,4.8805,7.7225,4.18975,7.7785,4.26875,7.615666666666667,4.541,7.2215,4.184,7.0565,4.723,7.285,4.50525,7.748,4.52975,7.23875,4.63125,6.992750000000001,4.993250000000001,6.816666666666666,5.036333333333332,7.270499999999999,5.016,6.929499999999999,5.41075,6.68975,5.373749999999999,7.175750000000001,5.1235,7.06475,5.1685,6.538,4.6690000000000005,6.917999999999999,5.8260000000000005,6.696750000000001,4.520999999999999
FOXF2,31809799.0,31815386.0,31000000.0,FOXF2,31809799.0,31815386.0,31000000.0,4791.4704,6.192142857142857,6.192142857142857,5.405,5.405,5.2015,5.2015,5.977499999999999,5.977499999999999,6.0498,6.0498,6.16425,6.16425,6.191599999999999,6.191599999999999,6.9087499999999995,6.9087499999999995,6.9805,6.9805,7.5375,7.5375,7.4495,7.4495,7.55775,7.55775,7.7075,7.7075,7.37075,7.37075,7.5902,7.5902,7.5655,7.5655,7.51025,7.51025,8.063749999999999,8.063749999999999,8.0725,8.0725,8.225999999999999,8.225999999999999,7.234999999999999,7.234999999999999,8.218499999999999,8.218499999999999,8.133000000000001,8.133000000000001,7.81375,7.81375,7.8295,7.8295,7.7225,7.7225,7.7785,7.7785,7.615666666666667,7.615666666666667,7.2215,7.2215,7.0565,7.0565,7.285,7.285,7.748,7.748,7.23875,7.23875,6.992750000000001,6.992750000000001,6.816666666666666,6.816666666666666,7.270499999999999,7.270499999999999,6.929499999999999,6.929499999999999,6.68975,6.68975,7.175750000000001,7.175750000000001,7.06475,7.06475,6.538,6.538,6.917999999999999,6.917999999999999,6.696750000000001,6.696750000000001
FOXF2,31809799.0,31815386.0,31000000.0,Hist1h1b,21964053.0,21964795.0,21000000.0,109.699,6.192142857142857,11.034857142857144,5.405,7.38075,5.2015,9.30475,5.977499999999999,6.547000000000001,6.0498,7.6702,6.16425,7.987749999999999,6.191599999999999,9.104,6.9087499999999995,10.176,6.9805,10.09825,7.5375,10.428,7.4495,10.30525,7.55775,10.058,7.7075,10.20375,7.37075,10.35025,7.5902,9.7386,7.5655,9.9865,7.51025,9.79725,8.063749999999999,9.448,8.0725,9.5205,8.225999999999999,8.74175,7.234999999999999,9.26125,8.218499999999999,8.245750000000001,8.133000000000001,7.31025,7.81375,7.78875,7.8295,8.203,7.7225,8.277000000000001,7.7785,7.6915,7.615666666666667,7.653,7.2215,8.123,7.0565,7.180750000000001,7.285,6.609,7.748,6.8100000000000005,7.23875,6.13325,6.992750000000001,6.4232499999999995,6.816666666666666,5.971,7.270499999999999,6.1450000000000005,6.929499999999999,7.34475,6.68975,6.11925,7.175750000000001,6.71125,7.06475,6.780749999999999,6.538,7.12175,6.917999999999999,6.8255,6.696750000000001,7.141249999999999
FOXF2,31809799.0,31815386.0,31000000.0,Hist1h2ab,23935109.0,23935581.0,23000000.0,125.6512,6.192142857142857,11.509428571428572,5.405,6.8315,5.2015,8.682,5.977499999999999,5.0809999999999995,6.0498,7.1566,6.16425,7.380249999999999,6.191599999999999,8.6934,6.9087499999999995,9.73625,6.9805,9.85675,7.5375,9.973249999999998,7.4495,10.03975,7.55775,9.11125,7.7075,9.765,7.37075,9.94175,7.5902,9.3668,7.5655,10.491,7.51025,9.331,8.063749999999999,7.60375,8.0725,9.071,8.225999999999999,8.343,7.234999999999999,8.9705,8.218499999999999,8.56725,8.133000000000001,7.72425,7.81375,7.6855,7.8295,8.258750000000001,7.7225,8.054,7.7785,7.93225,7.615666666666667,8.193666666666667,7.2215,8.259500000000001,7.0565,7.56875,7.285,6.94825,7.748,7.008500000000001,7.23875,6.4755,6.992750000000001,6.5425,6.816666666666666,6.409,7.270499999999999,6.252750000000001,6.929499999999999,7.394500000000001,6.68975,5.74775,7.175750000000001,6.79825,7.06475,6.87725,6.538,7.433,6.917999999999999,7.08425,6.696750000000001,7.5825
Hist1h1b,21964053.0,21964795.0,21000000.0,F13A1,37051152.0,37234220.0,37000000.0,76.5017,11.034857142857144,6.214,7.38075,6.1122499999999995,9.30475,6.20825,6.547000000000001,5.176,7.6702,5.7376,7.987749999999999,5.613499999999999,9.104,5.8058000000000005,10.176,4.584499999999999,10.09825,4.81875,10.428,4.43725,10.30525,4.928,10.058,4.58425,10.20375,4.667,10.35025,4.78525,9.7386,4.8812,9.9865,4.7275,9.79725,4.458,9.448,4.415,9.5205,4.269,8.74175,4.913,9.26125,4.8955,8.245750000000001,5.288250000000001,7.31025,4.45925,7.78875,4.49475,8.203,4.8805,8.277000000000001,4.18975,7.6915,4.26875,7.653,4.541,8.123,4.184,7.180750000000001,4.723,6.609,4.50525,6.8100000000000005,4.52975,6.13325,4.63125,6.4232499999999995,4.993250000000001,5.971,5.036333333333332,6.1450000000000005,5.016,7.34475,5.41075,6.11925,5.373749999999999,6.71125,5.1235,6.780749999999999,5.1685,7.12175,4.6690000000000005,6.8255,5.8260000000000005,7.141249999999999,4.520999999999999
Hist1h1b,21964053.0,21964795.0,21000000.0,FOXF2,31809799.0,31815386.0,31000000.0,109.699,11.034857142857144,6.192142857142857,7.38075,5.405,9.30475,5.2015,6.547000000000001,5.977499999999999,7.6702,6.0498,7.987749999999999,6.16425,9.104,6.191599999999999,10.176,6.9087499999999995,10.09825,6.9805,10.428,7.5375,10.30525,7.4495,10.058,7.55775,10.20375,7.7075,10.35025,7.37075,9.7386,7.5902,9.9865,7.5655,9.79725,7.51025,9.448,8.063749999999999,9.5205,8.0725,8.74175,8.225999999999999,9.26125,7.234999999999999,8.245750000000001,8.218499999999999,7.31025,8.133000000000001,7.78875,7.81375,8.203,7.8295,8.277000000000001,7.7225,7.6915,7.7785,7.653,7.615666666666667,8.123,7.2215,7.180750000000001,7.0565,6.609,7.285,6.8100000000000005,7.748,6.13325,7.23875,6.4232499999999995,6.992750000000001,5.971,6.816666666666666,6.1450000000000005,7.270499999999999,7.34475,6.929499999999999,6.11925,6.68975,6.71125,7.175750000000001,6.780749999999999,7.06475,7.12175,6.538,6.8255,6.917999999999999,7.141249999999999,6.696750000000001
