Gene1,Gene1_Start,Gene1_End,Gene1_Bin,Gene2,Gene2_Start,Gene2_End,Gene2_Bin,HiC_Interaction,Gene1_Time_-4.5,Gene2_Time_-4.5,Gene1_Time_0.5,Gene2_Time_0.5,Gene1_Time_1.0,Gene2_Time_1.0,Gene1_Time_1.5,Gene2_Time_1.5,Gene1_Time_2.0,Gene2_Time_2.0,Gene1_Time_2.5,Gene2_Time_2.5,Gene1_Time_3.0,Gene2_Time_3.0,Gene1_Time_3.5,Gene2_Time_3.5,Gene1_Time_4.0,Gene2_Time_4.0,Gene1_Time_4.5,Gene2_Time_4.5,Gene1_Time_5.0,Gene2_Time_5.0,Gene1_Time_5.5,Gene2_Time_5.5,Gene1_Time_6.0,Gene2_Time_6.0,Gene1_Time_6.5,Gene2_Time_6.5,Gene1_Time_7.0,Gene2_Time_7.0,Gene1_Time_7.5,Gene2_Time_7.5,Gene1_Time_8.0,Gene2_Time_8.0,Gene1_Time_8.5,Gene2_Time_8.5,Gene1_Time_9.0,Gene2_Time_9.0,Gene1_Time_9.5,Gene2_Time_9.5,Gene1_Time_10.0,Gene2_Time_10.0,Gene1_Time_10.5,Gene2_Time_10.5,Gene1_Time_11.0,Gene2_Time_11.0,Gene1_Time_11.5,Gene2_Time_11.5,Gene1_Time_12.0,Gene2_Time_12.0,Gene1_Time_12.5,Gene2_Time_12.5,Gene1_Time_13.0,Gene2_Time_13.0,Gene1_Time_13.5,Gene2_Time_13.5,Gene1_Time_14.0,Gene2_Time_14.0,Gene1_Time_15.0,Gene2_Time_15.0,Gene1_Time_16.0,Gene2_Time_16.0,Gene1_Time_17.0,Gene2_Time_17.0,Gene1_Time_18.0,Gene2_Time_18.0,Gene1_Time_19.0,Gene2_Time_19.0,Gene1_Time_20.0,Gene2_Time_20.0,Gene1_Time_21.0,Gene2_Time_21.0,Gene1_Time_22.0,Gene2_Time_22.0,Gene1_Time_23.0,Gene2_Time_23.0,Gene1_Time_24.0,Gene2_Time_24.0,Gene1_Time_25.0,Gene2_Time_25.0,Gene1_Time_26.0,Gene2_Time_26.0,Gene1_Time_27.0,Gene2_Time_27.0,Gene1_Time_28.0,Gene2_Time_28.0
GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926),3532778.0,3894736.0,3000000.0,GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926),3532778.0,3894736.0,3000000.0,3317.659,5.780857142857143,5.780857142857143,4.44325,4.44325,5.5955,5.5955,5.208500000000001,5.208500000000001,5.0428,5.0428,5.10575,5.10575,3.8238,3.8238,5.339,5.339,5.29825,5.29825,5.5005,5.5005,5.1175,5.1175,5.7764999999999995,5.7764999999999995,5.739249999999999,5.739249999999999,5.26675,5.26675,5.6756,5.6756,5.8135,5.8135,5.19525,5.19525,5.214,5.214,6.00075,6.00075,5.978999999999999,5.978999999999999,5.08075,5.08075,6.49825,6.49825,5.247,5.247,5.9685,5.9685,5.8942499999999995,5.8942499999999995,5.9639999999999995,5.9639999999999995,5.77175,5.77175,5.361,5.361,6.254,6.254,6.34,6.34,6.132750000000001,6.132750000000001,5.878,5.878,6.37575,6.37575,5.87625,5.87625,5.527,5.527,6.06925,6.06925,6.00775,6.00775,6.07925,6.07925,6.116750000000001,6.116750000000001,5.985,5.985,5.97075,5.97075,5.82075,5.82075,5.8462499999999995,5.8462499999999995
GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926),3532778.0,3894736.0,3000000.0,hmbs,44247636.0,44255525.0,44000000.0,47.8289,5.780857142857143,7.256714285714286,4.44325,6.51,5.5955,6.4910000000000005,5.208500000000001,6.781499999999999,5.0428,6.4626,5.10575,6.72575,3.8238,6.117,5.339,6.51275,5.29825,6.6419999999999995,5.5005,6.764,5.1175,6.75225,5.7764999999999995,6.1465,5.739249999999999,6.52025,5.26675,6.79575,5.6756,6.4452,5.8135,6.6085,5.19525,6.56575,5.214,6.35375,6.00075,6.366,5.978999999999999,6.2867500000000005,5.08075,6.245,6.49825,5.931500000000001,5.247,5.965,5.9685,6.173500000000001,5.8942499999999995,6.1485,5.9639999999999995,6.34225,5.77175,6.17025,5.361,6.232333333333334,6.254,6.47125,6.34,6.3655,6.132750000000001,6.33425,5.878,6.47725,6.37575,5.94325,5.87625,6.13075,5.527,6.156666666666666,6.06925,6.00125,6.00775,5.27725,6.07925,5.98475,6.116750000000001,6.057,5.985,6.019499999999999,5.97075,5.862,5.82075,6.121,5.8462499999999995,5.781000000000001
GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926),3532778.0,3894736.0,3000000.0,MMP-3,7445822.0,7455975.0,7000000.0,178.2299,5.780857142857143,3.392857142857143,4.44325,3.71475,5.5955,4.6152500000000005,5.208500000000001,3.902,5.0428,3.3462000000000005,5.10575,3.17425,3.8238,2.8766000000000007,5.339,3.0515,5.29825,3.058,5.5005,3.24975,5.1175,3.0002500000000003,5.7764999999999995,3.05675,5.739249999999999,2.43675,5.26675,3.74375,5.6756,3.3586,5.8135,3.805,5.19525,3.3532499999999996,5.214,4.7485,6.00075,2.9195,5.978999999999999,3.711,5.08075,3.40475,6.49825,3.994,5.247,4.10325,5.9685,3.3715,5.8942499999999995,4.0725,5.9639999999999995,3.86725,5.77175,4.31425,5.361,5.656,6.254,4.40825,6.34,4.38225,6.132750000000001,4.82675,5.878,4.5809999999999995,6.37575,4.5440000000000005,5.87625,4.78075,5.527,4.618333333333333,6.06925,4.4725,6.00775,4.06725,6.07925,4.29075,6.116750000000001,5.411,5.985,4.298500000000001,5.97075,5.263,5.82075,4.62425,5.8462499999999995,5.18
GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926),3532778.0,3894736.0,3000000.0,MMP7,7692091.0,7699587.0,7000000.0,178.2299,5.780857142857143,1.8615714285714289,4.44325,2.8815,5.5955,2.77325,5.208500000000001,2.619,5.0428,2.1418,5.10575,1.9865,3.8238,2.9192,5.339,2.47125,5.29825,2.20775,5.5005,2.239,5.1175,2.93625,5.7764999999999995,2.9185,5.739249999999999,2.17475,5.26675,2.52,5.6756,2.586,5.8135,3.2595,5.19525,2.76325,5.214,2.39675,6.00075,2.1877500000000003,5.978999999999999,3.545,5.08075,2.76125,6.49825,3.51,5.247,3.2325,5.9685,2.4755,5.8942499999999995,2.483,5.9639999999999995,2.6815,5.77175,2.49125,5.361,2.664,6.254,2.26,6.34,2.62175,6.132750000000001,2.6689999999999996,5.878,2.26875,6.37575,2.18425,5.87625,2.38375,5.527,2.421666666666667,6.06925,2.4085,6.00775,2.4334999999999996,6.07925,3.1580000000000004,6.116750000000001,2.44275,5.985,2.246,5.97075,2.455,5.82075,3.0867500000000003,5.8462499999999995,2.3295
GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926),3532778.0,3894736.0,3000000.0,Thy1,43954681.0,43959876.0,43000000.0,40.2009,5.780857142857143,5.8745714285714286,4.44325,3.064,5.5955,4.86675,5.208500000000001,4.093500000000001,5.0428,3.4848,5.10575,3.66925,3.8238,3.6678,5.339,3.2125000000000004,5.29825,3.99075,5.5005,3.72325,5.1175,3.184,5.7764999999999995,4.133,5.739249999999999,4.62525,5.26675,3.68675,5.6756,3.5340000000000003,5.8135,3.805,5.19525,3.5755,5.214,3.4215,6.00075,3.4795,5.978999999999999,3.545,5.08075,2.76125,6.49825,5.078250000000001,5.247,4.7642500000000005,5.9685,4.764,5.8942499999999995,3.97375,5.9639999999999995,4.57575,5.77175,4.12725,5.361,4.1499999999999995,6.254,4.134250000000001,6.34,4.6065,6.132750000000001,4.1935,5.878,4.958,6.37575,5.0405,5.87625,4.372999999999999,5.527,4.539,6.06925,5.40175,6.00775,5.29725,6.07925,4.514,6.116750000000001,4.8715,5.985,5.0947499999999994,5.97075,5.33125,5.82075,5.23225,5.8462499999999995,5.0115
hmbs,44247636.0,44255525.0,44000000.0,GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926),3532778.0,3894736.0,3000000.0,47.8289,7.256714285714286,5.780857142857143,6.51,4.44325,6.4910000000000005,5.5955,6.781499999999999,5.208500000000001,6.4626,5.0428,6.72575,5.10575,6.117,3.8238,6.51275,5.339,6.6419999999999995,5.29825,6.764,5.5005,6.75225,5.1175,6.1465,5.7764999999999995,6.52025,5.739249999999999,6.79575,5.26675,6.4452,5.6756,6.6085,5.8135,6.56575,5.19525,6.35375,5.214,6.366,6.00075,6.2867500000000005,5.978999999999999,6.245,5.08075,5.931500000000001,6.49825,5.965,5.247,6.173500000000001,5.9685,6.1485,5.8942499999999995,6.34225,5.9639999999999995,6.17025,5.77175,6.232333333333334,5.361,6.47125,6.254,6.3655,6.34,6.33425,6.132750000000001,6.47725,5.878,5.94325,6.37575,6.13075,5.87625,6.156666666666666,5.527,6.00125,6.06925,5.27725,6.00775,5.98475,6.07925,6.057,6.116750000000001,6.019499999999999,5.985,5.862,5.97075,6.121,5.82075,5.781000000000001,5.8462499999999995
hmbs,44247636.0,44255525.0,44000000.0,hmbs,44247636.0,44255525.0,44000000.0,3186.8731,7.256714285714286,7.256714285714286,6.51,6.51,6.4910000000000005,6.4910000000000005,6.781499999999999,6.781499999999999,6.4626,6.4626,6.72575,6.72575,6.117,6.117,6.51275,6.51275,6.6419999999999995,6.6419999999999995,6.764,6.764,6.75225,6.75225,6.1465,6.1465,6.52025,6.52025,6.79575,6.79575,6.4452,6.4452,6.6085,6.6085,6.56575,6.56575,6.35375,6.35375,6.366,6.366,6.2867500000000005,6.2867500000000005,6.245,6.245,5.931500000000001,5.931500000000001,5.965,5.965,6.173500000000001,6.173500000000001,6.1485,6.1485,6.34225,6.34225,6.17025,6.17025,6.232333333333334,6.232333333333334,6.47125,6.47125,6.3655,6.3655,6.33425,6.33425,6.47725,6.47725,5.94325,5.94325,6.13075,6.13075,6.156666666666666,6.156666666666666,6.00125,6.00125,5.27725,5.27725,5.98475,5.98475,6.057,6.057,6.019499999999999,6.019499999999999,5.862,5.862,6.121,6.121,5.781000000000001,5.781000000000001
hmbs,44247636.0,44255525.0,44000000.0,MMP-3,7445822.0,7455975.0,7000000.0,45.2,7.256714285714286,3.392857142857143,6.51,3.71475,6.4910000000000005,4.6152500000000005,6.781499999999999,3.902,6.4626,3.3462000000000005,6.72575,3.17425,6.117,2.8766000000000007,6.51275,3.0515,6.6419999999999995,3.058,6.764,3.24975,6.75225,3.0002500000000003,6.1465,3.05675,6.52025,2.43675,6.79575,3.74375,6.4452,3.3586,6.6085,3.805,6.56575,3.3532499999999996,6.35375,4.7485,6.366,2.9195,6.2867500000000005,3.711,6.245,3.40475,5.931500000000001,3.994,5.965,4.10325,6.173500000000001,3.3715,6.1485,4.0725,6.34225,3.86725,6.17025,4.31425,6.232333333333334,5.656,6.47125,4.40825,6.3655,4.38225,6.33425,4.82675,6.47725,4.5809999999999995,5.94325,4.5440000000000005,6.13075,4.78075,6.156666666666666,4.618333333333333,6.00125,4.4725,5.27725,4.06725,5.98475,4.29075,6.057,5.411,6.019499999999999,4.298500000000001,5.862,5.263,6.121,4.62425,5.781000000000001,5.18
hmbs,44247636.0,44255525.0,44000000.0,MMP7,7692091.0,7699587.0,7000000.0,45.2,7.256714285714286,1.8615714285714289,6.51,2.8815,6.4910000000000005,2.77325,6.781499999999999,2.619,6.4626,2.1418,6.72575,1.9865,6.117,2.9192,6.51275,2.47125,6.6419999999999995,2.20775,6.764,2.239,6.75225,2.93625,6.1465,2.9185,6.52025,2.17475,6.79575,2.52,6.4452,2.586,6.6085,3.2595,6.56575,2.76325,6.35375,2.39675,6.366,2.1877500000000003,6.2867500000000005,3.545,6.245,2.76125,5.931500000000001,3.51,5.965,3.2325,6.173500000000001,2.4755,6.1485,2.483,6.34225,2.6815,6.17025,2.49125,6.232333333333334,2.664,6.47125,2.26,6.3655,2.62175,6.33425,2.6689999999999996,6.47725,2.26875,5.94325,2.18425,6.13075,2.38375,6.156666666666666,2.421666666666667,6.00125,2.4085,5.27725,2.4334999999999996,5.98475,3.1580000000000004,6.057,2.44275,6.019499999999999,2.246,5.862,2.455,6.121,3.0867500000000003,5.781000000000001,2.3295
hmbs,44247636.0,44255525.0,44000000.0,Thy1,43954681.0,43959876.0,43000000.0,730.0871,7.256714285714286,5.8745714285714286,6.51,3.064,6.4910000000000005,4.86675,6.781499999999999,4.093500000000001,6.4626,3.4848,6.72575,3.66925,6.117,3.6678,6.51275,3.2125000000000004,6.6419999999999995,3.99075,6.764,3.72325,6.75225,3.184,6.1465,4.133,6.52025,4.62525,6.79575,3.68675,6.4452,3.5340000000000003,6.6085,3.805,6.56575,3.5755,6.35375,3.4215,6.366,3.4795,6.2867500000000005,3.545,6.245,2.76125,5.931500000000001,5.078250000000001,5.965,4.7642500000000005,6.173500000000001,4.764,6.1485,3.97375,6.34225,4.57575,6.17025,4.12725,6.232333333333334,4.1499999999999995,6.47125,4.134250000000001,6.3655,4.6065,6.33425,4.1935,6.47725,4.958,5.94325,5.0405,6.13075,4.372999999999999,6.156666666666666,4.539,6.00125,5.40175,5.27725,5.29725,5.98475,4.514,6.057,4.8715,6.019499999999999,5.0947499999999994,5.862,5.33125,6.121,5.23225,5.781000000000001,5.0115
